sale_id,sale_time,table_id,customer_id,item_id,quantity,unit_price,total_amount,bartender_id,waiter_id,tip_amount
SALE00021,2026-06-20 01:00:00,TBL001,CUS232,ITEM060,3,48,144,EMP006,EMP016,9.89
SALE00022,2026-06-19 23:52:00,TBL001,CUS232,ITEM025,2,94,188,EMP006,EMP015,10.48
SALE00023,2026-06-19 22:31:00,TBL002,CUS013,ITEM027,1,294,294,EMP005,EMP013,16.72
SALE00024,2026-06-20 00:00:00,TBL002,CUS012,ITEM014,2,113,226,EMP002,EMP016,18.31
SALE00025,2026-06-19 23:00:00,TBL002,CUS015,ITEM060,2,48,96,EMP002,EMP014,8.63
SALE00026,2026-06-19 23:05:00,TBL002,CUS029,ITEM050,2,80,160,EMP006,EMP008,22.1
SALE00027,2026-06-19 23:58:00,TBL002,CUS046,ITEM020,2,73,146,EMP002,EMP013,20.44
SALE00028,2026-06-19 23:05:00,TBL002,CUS034,ITEM050,1,80,80,EMP002,EMP020,11.06
SALE00029,2026-06-19 22:24:00,TBL002,CUS020,ITEM049,1,69,69,EMP001,EMP015,0.0
SALE00030,2026-06-19 23:14:00,TBL003,CUS029,ITEM017,1,78,78,EMP001,EMP008,9.17
SALE00031,2026-06-19 23:00:00,TBL003,CUS008,ITEM027,1,294,294,EMP003,EMP008,0.0
SALE00032,2026-06-19 23:02:00,TBL003,CUS008,ITEM035,2,70,140,EMP005,EMP017,20.3
SALE00033,2026-06-19 23:00:00,TBL003,CUS047,ITEM018,1,147,147,EMP005,EMP008,9.18
SALE00034,2026-06-19 22:34:00,TBL003,CUS002,ITEM005,3,72,216,EMP002,EMP014,15.48
SALE00035,2026-06-19 23:01:00,TBL003,CUS042,ITEM048,1,62,62,EMP006,EMP019,7.21
SALE00036,2026-06-19 23:01:00,TBL003,CUS012,ITEM025,3,94,282,EMP005,EMP007,24.74
SALE00037,2026-06-20 00:23:00,TBL003,CUS042,ITEM016,1,126,126,EMP001,EMP007,8.72
SALE00038,2026-06-19 23:51:00,TBL003,CUS020,ITEM007,3,139,417,EMP001,EMP013,54.86
SALE00039,2026-06-20 00:39:00,TBL003,CUS022,ITEM013,3,81,243,EMP004,EMP013,17.34
SALE00040,2026-06-19 23:31:00,TBL003,CUS017,ITEM001,2,149,298,EMP004,EMP010,16.87
SALE00041,2026-06-19 23:57:00,TBL003,CUS031,ITEM024,1,165,165,EMP004,EMP011,0.0
SALE00042,2026-06-19 23:06:00,TBL004,CUS044,ITEM050,1,80,80,EMP005,EMP012,0.0
SALE00043,2026-06-19 23:20:00,TBL004,CUS037,ITEM009,2,125,250,EMP006,EMP014,12.94
SALE00044,2026-06-19 23:04:00,TBL004,CUS014,ITEM038,3,73,219,EMP005,EMP018,0.0
SALE00045,2026-06-19 23:27:00,TBL004,CUS031,ITEM008,2,157,314,EMP002,EMP016,20.02
SALE00046,2026-06-19 22:45:00,TBL005,CUS028,ITEM025,1,94,94,EMP006,EMP016,0.0
SALE00047,2026-06-19 23:20:00,TBL005,CUS026,ITEM022,1,252,252,EMP001,EMP015,0.0
SALE00048,2026-06-19 23:23:00,TBL005,CUS042,ITEM019,1,141,141,EMP003,EMP012,14.65
SALE00049,2026-06-19 23:03:00,TBL005,CUS004,ITEM060,3,48,144,EMP005,EMP012,16.27
SALE00050,2026-06-19 23:04:00,TBL005,CUS050,ITEM005,1,72,72,EMP002,EMP009,7.87
SALE00051,2026-06-19 23:23:00,TBL005,CUS027,ITEM016,3,126,378,EMP004,EMP011,26.37
SALE00052,2026-06-19 22:51:00,TBL006,CUS074,ITEM020,2,73,146,EMP002,EMP011,0.0
SALE00053,2026-06-19 22:30:00,TBL006,CUS074,ITEM024,2,165,330,EMP004,EMP013,40.75
SALE00054,2026-06-19 22:24:00,TBL006,CUS074,ITEM036,1,47,47,EMP001,EMP019,0.0
SALE00055,2026-06-19 21:52:00,TBL006,CUS074,ITEM048,1,62,62,EMP003,EMP013,5.91
SALE00056,2026-06-19 21:47:00,TBL006,CUS074,ITEM055,2,22,44,EMP006,EMP014,6.23
SALE00057,2026-06-19 22:02:00,TBL007,CUS477,ITEM038,3,73,219,EMP004,EMP013,0.0
SALE00058,2026-06-19 22:22:00,TBL007,CUS477,ITEM024,2,165,330,EMP005,EMP008,17.78
SALE00059,2026-06-19 22:37:00,TBL007,CUS477,ITEM025,3,94,282,EMP004,EMP011,0.0
SALE00060,2026-06-19 22:21:00,TBL007,CUS477,ITEM023,3,244,732,EMP006,EMP012,0.0
SALE00061,2026-06-20 00:16:00,TBL007,CUS218,ITEM032,3,79,237,EMP001,EMP020,28.6
SALE00062,2026-06-20 00:13:00,TBL007,CUS218,ITEM059,3,52,156,EMP006,EMP009,17.19
SALE00063,2026-06-19 23:26:00,TBL007,CUS218,ITEM011,1,122,122,EMP006,EMP018,0.0
SALE00064,2026-06-19 23:39:00,TBL007,CUS218,ITEM051,1,115,115,EMP004,EMP009,0.0
SALE00065,2026-06-20 00:03:00,TBL007,CUS218,ITEM020,3,73,219,EMP005,EMP011,0.0
SALE00066,2026-06-19 23:59:00,TBL007,CUS218,ITEM006,1,97,97,EMP002,EMP011,0.0
SALE00067,2026-06-19 23:36:00,TBL007,CUS218,ITEM027,3,294,882,EMP004,EMP007,112.34
SALE00068,2026-06-20 00:10:00,TBL007,CUS218,ITEM031,3,51,153,EMP002,EMP009,18.42
SALE00069,2026-06-19 21:53:00,TBL008,CUS248,ITEM014,1,113,113,EMP002,EMP011,0.0
SALE00070,2026-06-19 21:43:00,TBL008,CUS248,ITEM034,3,75,225,EMP006,EMP009,13.18
SALE00071,2026-06-19 22:00:00,TBL008,CUS248,ITEM005,2,72,144,EMP004,EMP014,0.0
SALE00072,2026-06-19 21:30:00,TBL008,CUS248,ITEM004,2,137,274,EMP006,EMP016,0.0
SALE00073,2026-06-20 00:06:00,TBL008,CUS027,ITEM047,1,140,140,EMP003,EMP014,11.72
SALE00074,2026-06-20 00:44:00,TBL008,CUS024,ITEM060,2,48,96,EMP002,EMP012,0.0
SALE00075,2026-06-19 23:00:00,TBL008,CUS046,ITEM023,2,244,488,EMP004,EMP020,0.0
SALE00076,2026-06-20 00:51:00,TBL008,CUS048,ITEM009,1,125,125,EMP005,EMP011,0.0
SALE00077,2026-06-19 22:00:00,TBL009,CUS297,ITEM034,3,75,225,EMP005,EMP013,0.0
SALE00078,2026-06-19 21:46:00,TBL009,CUS297,ITEM057,2,22,44,EMP001,EMP019,0.0
SALE00079,2026-06-19 22:18:00,TBL009,CUS297,ITEM015,3,101,303,EMP001,EMP012,43.37
SALE00080,2026-06-19 21:49:00,TBL009,CUS297,ITEM059,3,52,156,EMP003,EMP016,10.03
SALE00081,2026-06-19 21:16:00,TBL009,CUS297,ITEM050,3,80,240,EMP004,EMP019,31.98
SALE00082,2026-06-19 21:14:00,TBL009,CUS297,ITEM035,1,70,70,EMP004,EMP017,5.2
SALE00083,2026-06-19 21:55:00,TBL009,CUS297,ITEM059,3,52,156,EMP006,EMP007,22.29
SALE00084,2026-06-19 22:08:00,TBL009,CUS297,ITEM059,1,52,52,EMP006,EMP018,6.74
SALE00085,2026-06-19 23:43:00,TBL009,CUS241,ITEM050,3,80,240,EMP004,EMP018,0.0
SALE00086,2026-06-19 23:55:00,TBL009,CUS241,ITEM058,3,50,150,EMP002,EMP010,11.86
SALE00087,2026-06-19 23:24:00,TBL009,CUS241,ITEM022,3,252,756,EMP006,EMP008,47.43
SALE00088,2026-06-19 23:39:00,TBL009,CUS241,ITEM025,3,94,282,EMP001,EMP016,37.99
SALE00089,2026-06-19 23:03:00,TBL010,CUS032,ITEM015,1,101,101,EMP003,EMP009,0.0
SALE00090,2026-06-19 22:39:00,TBL010,CUS032,ITEM015,2,101,202,EMP005,EMP011,23.54
SALE00091,2026-06-19 23:00:00,TBL010,CUS032,ITEM003,3,162,486,EMP003,EMP020,0.0
SALE00092,2026-06-19 23:03:00,TBL010,CUS032,ITEM014,2,113,226,EMP001,EMP019,30.01
SALE00093,2026-06-19 22:49:00,TBL010,CUS032,ITEM012,2,95,190,EMP006,EMP020,9.91
SALE00094,2026-06-19 23:50:00,TBL011,CUS040,ITEM060,1,48,48,EMP004,EMP008,6.01
SALE00095,2026-06-19 23:20:00,TBL011,CUS040,ITEM052,1,721,721,EMP005,EMP009,70.83
SALE00096,2026-06-19 22:20:00,TBL011,CUS040,ITEM014,1,113,113,EMP006,EMP017,13.85
SALE00097,2026-06-19 23:19:00,TBL011,CUS040,ITEM044,2,809,1618,EMP006,EMP020,90.01
SALE00098,2026-06-19 22:00:00,TBL011,CUS040,ITEM031,1,51,51,EMP005,EMP017,4.76
SALE00099,2026-06-19 23:30:00,TBL011,CUS040,ITEM053,1,1105,1105,EMP004,EMP014,121.13
SALE00100,2026-06-19 21:52:00,TBL011,CUS040,ITEM048,2,62,124,EMP004,EMP020,0.0
SALE00101,2026-06-20 00:02:00,TBL011,CUS040,ITEM008,1,157,157,EMP006,EMP017,0.0
SALE00102,2026-06-19 23:32:00,TBL011,CUS040,ITEM038,3,73,219,EMP003,EMP018,0.0
SALE00103,2026-06-19 23:55:00,TBL011,CUS040,ITEM012,2,95,190,EMP003,EMP016,15.68
SALE00104,2026-06-19 23:02:00,TBL011,CUS040,ITEM056,3,18,54,EMP004,EMP015,0.0
SALE00105,2026-06-20 00:14:00,TBL011,CUS040,ITEM034,2,75,150,EMP005,EMP018,0.0
SALE00106,2026-06-19 22:00:00,TBL011,CUS040,ITEM049,1,69,69,EMP002,EMP020,4.69
SALE00107,2026-06-20 00:13:00,TBL011,CUS040,ITEM052,1,721,721,EMP002,EMP017,76.61
SALE00108,2026-06-19 23:39:00,TBL011,CUS040,ITEM003,1,162,162,EMP003,EMP012,0.0
SALE00109,2026-06-19 23:15:00,TBL012,CUS303,ITEM045,2,605,1210,EMP006,EMP012,179.81
SALE00110,2026-06-19 23:03:00,TBL012,CUS303,ITEM035,3,70,210,EMP006,EMP020,11.27
SALE00111,2026-06-19 23:08:00,TBL012,CUS303,ITEM040,1,426,426,EMP002,EMP018,24.47
SALE00112,2026-06-19 22:21:00,TBL012,CUS303,ITEM025,3,94,282,EMP004,EMP008,0.0
SALE00113,2026-06-19 23:23:00,TBL012,CUS303,ITEM045,1,605,605,EMP003,EMP017,0.0
SALE00114,2026-06-19 23:15:00,TBL012,CUS303,ITEM024,3,165,495,EMP005,EMP016,65.42
SALE00115,2026-06-19 23:30:00,TBL012,CUS303,ITEM051,2,115,230,EMP005,EMP010,14.37
SALE00116,2026-06-19 23:02:00,TBL012,CUS303,ITEM045,1,605,605,EMP003,EMP012,0.0
SALE00117,2026-06-19 23:23:00,TBL012,CUS303,ITEM051,1,115,115,EMP003,EMP016,0.0
SALE00118,2026-06-19 23:20:00,TBL012,CUS303,ITEM034,2,75,150,EMP003,EMP015,8.99
SALE00119,2026-06-19 23:04:00,TBL012,CUS303,ITEM055,2,22,44,EMP003,EMP007,0.0
SALE00120,2026-06-20 01:06:00,TBL012,CUS271,ITEM018,1,147,147,EMP003,EMP018,0.0
SALE00121,2026-06-20 00:41:00,TBL012,CUS271,ITEM027,3,294,882,EMP003,EMP019,69.4
SALE00122,2026-06-20 01:29:00,TBL012,CUS271,ITEM034,3,75,225,EMP002,EMP011,13.21
SALE00123,2026-06-20 01:06:00,TBL012,CUS271,ITEM050,2,80,160,EMP001,EMP008,0.0
SALE00124,2026-06-20 00:21:00,TBL012,CUS271,ITEM011,3,122,366,EMP005,EMP014,0.0
SALE00125,2026-06-20 00:50:00,TBL012,CUS271,ITEM043,1,1237,1237,EMP006,EMP017,0.0
SALE00126,2026-06-20 01:31:00,TBL012,CUS271,ITEM026,1,331,331,EMP006,EMP007,0.0
SALE00127,2026-06-20 00:52:00,TBL012,CUS271,ITEM048,2,62,124,EMP006,EMP016,11.76
SALE00128,2026-06-20 00:07:00,TBL012,CUS271,ITEM060,3,48,144,EMP001,EMP012,0.0
SALE00129,2026-06-20 00:06:00,TBL012,CUS271,ITEM004,2,137,274,EMP003,EMP008,32.31
SALE00130,2026-06-20 00:46:00,TBL012,CUS271,ITEM055,1,22,22,EMP003,EMP011,2.72
SALE00131,2026-06-20 01:07:00,TBL012,CUS271,ITEM014,2,113,226,EMP005,EMP020,0.0
SALE00132,2026-06-19 23:52:00,TBL012,CUS271,ITEM058,3,50,150,EMP003,EMP007,12.43
SALE00133,2026-06-20 00:08:00,TBL012,CUS271,ITEM001,2,149,298,EMP004,EMP012,27.74
SALE00134,2026-06-20 00:37:00,TBL012,CUS271,ITEM034,3,75,225,EMP001,EMP014,28.56
SALE00135,2026-06-20 00:31:00,TBL012,CUS271,ITEM031,2,51,102,EMP004,EMP009,7.85
SALE00136,2026-06-19 22:41:00,TBL013,CUS042,ITEM043,1,1237,1237,EMP006,EMP010,0.0
SALE00137,2026-06-20 00:03:00,TBL013,CUS049,ITEM008,2,157,314,EMP006,EMP018,39.28
SALE00138,2026-06-19 23:13:00,TBL013,CUS049,ITEM033,2,54,108,EMP001,EMP009,10.8
SALE00139,2026-06-19 23:49:00,TBL013,CUS018,ITEM004,3,137,411,EMP005,EMP018,40.29
SALE00140,2026-06-19 23:19:00,TBL013,CUS007,ITEM049,2,69,138,EMP006,EMP015,10.78
SALE00141,2026-06-20 00:30:00,TBL013,CUS039,ITEM045,2,605,1210,EMP001,EMP018,0.0
SALE00142,2026-06-19 22:53:00,TBL014,CUS012,ITEM055,3,22,66,EMP002,EMP008,3.55
SALE00143,2026-06-19 22:38:00,TBL014,CUS040,ITEM028,1,343,343,EMP001,EMP013,27.66
SALE00144,2026-06-19 23:07:00,TBL014,CUS017,ITEM015,2,101,202,EMP005,EMP013,16.25
SALE00145,2026-06-19 23:40:00,TBL014,CUS047,ITEM023,3,244,732,EMP001,EMP009,40.42
SALE00146,2026-06-20 00:17:00,TBL014,CUS023,ITEM019,2,141,282,EMP001,EMP013,40.84
SALE00147,2026-06-20 01:09:00,TBL014,CUS021,ITEM008,1,157,157,EMP005,EMP019,0.0
SALE00148,2026-06-19 23:35:00,TBL014,CUS008,ITEM052,1,721,721,EMP002,EMP016,100.02
SALE00149,2026-06-20 00:56:00,TBL014,CUS006,ITEM039,1,744,744,EMP006,EMP020,89.63
SALE00150,2026-06-19 22:51:00,TBL015,CUS026,ITEM040,1,426,426,EMP005,EMP018,26.75
SALE00151,2026-06-19 23:33:00,TBL015,CUS027,ITEM017,3,78,234,EMP004,EMP017,0.0
SALE00152,2026-06-19 23:35:00,TBL015,CUS003,ITEM043,1,1237,1237,EMP006,EMP009,180.08
SALE00153,2026-06-20 00:08:00,TBL015,CUS024,ITEM045,2,605,1210,EMP005,EMP008,151.34
SALE00154,2026-06-19 22:52:00,TBL015,CUS044,ITEM025,2,94,188,EMP002,EMP007,13.49
SALE00155,2026-06-19 23:28:00,TBL015,CUS014,ITEM047,3,140,420,EMP003,EMP018,26.0
SALE00156,2026-06-19 23:20:00,TBL016,CUS003,ITEM019,1,141,141,EMP002,EMP011,0.0
SALE00157,2026-06-19 23:00:00,TBL016,CUS020,ITEM016,1,126,126,EMP006,EMP012,18.55
SALE00158,2026-06-19 23:37:00,TBL016,,ITEM053,1,1105,1105,EMP005,EMP011,61.58
SALE00159,2026-06-19 23:07:00,TBL016,CUS049,ITEM015,3,101,303,EMP003,EMP007,44.81
SALE00160,2026-06-20 00:13:00,TBL016,CUS038,ITEM038,1,73,73,EMP004,EMP017,8.22
SALE00161,2026-06-19 23:26:00,TBL016,CUS048,ITEM053,1,1105,1105,EMP005,EMP017,0.0
SALE00162,2026-06-19 23:23:00,TBL016,CUS011,ITEM058,2,50,100,EMP004,EMP009,0.0
SALE00163,2026-06-19 23:36:00,TBL016,CUS025,ITEM032,3,79,237,EMP001,EMP011,16.06
SALE00164,2026-06-19 23:54:00,TBL016,CUS025,ITEM013,1,81,81,EMP002,EMP014,0.0
SALE00165,2026-06-19 23:33:00,TBL016,CUS041,ITEM045,1,605,605,EMP004,EMP007,31.07
SALE00166,2026-06-20 00:20:00,TBL017,CUS471,ITEM054,1,1347,1347,EMP005,EMP007,0.0
SALE00167,2026-06-19 22:21:00,TBL017,CUS471,ITEM054,1,1347,1347,EMP002,EMP009,143.17
SALE00168,2026-06-19 23:19:00,TBL017,CUS471,ITEM011,2,122,244,EMP002,EMP007,18.73
SALE00169,2026-06-19 23:37:00,TBL017,CUS471,ITEM002,1,103,103,EMP001,EMP015,0.0
SALE00170,2026-06-19 23:54:00,TBL017,CUS471,ITEM001,1,149,149,EMP004,EMP009,11.72
SALE00171,2026-06-19 23:14:00,TBL017,CUS471,ITEM044,1,809,809,EMP002,EMP008,0.0
SALE00172,2026-06-19 23:10:00,TBL018,CUS021,ITEM040,1,426,426,EMP001,EMP016,39.56
SALE00173,2026-06-19 23:57:00,TBL018,CUS022,ITEM044,1,809,809,EMP003,EMP016,0.0
SALE00174,2026-06-20 00:29:00,TBL018,CUS004,ITEM018,2,147,294,EMP003,EMP019,0.0
SALE00175,2026-06-19 22:48:00,TBL018,CUS050,ITEM056,1,18,18,EMP003,EMP009,2.2
SALE00176,2026-06-19 23:35:00,TBL018,CUS049,ITEM053,1,1105,1105,EMP002,EMP008,69.34
SALE00177,2026-06-20 00:28:00,TBL018,CUS021,ITEM021,2,98,196,EMP004,EMP016,0.0
SALE00178,2026-06-20 00:03:00,TBL018,CUS014,ITEM052,2,721,1442,EMP005,EMP015,149.42
SALE00179,2026-06-20 00:13:00,TBL018,CUS044,ITEM038,3,73,219,EMP006,EMP019,0.0
SALE00180,2026-06-19 22:32:00,TBL018,CUS007,ITEM042,1,737,737,EMP003,EMP015,46.7
SALE00181,2026-06-19 23:18:00,TBL018,CUS003,ITEM042,1,737,737,EMP005,EMP013,97.86
SALE00182,2026-06-19 23:18:00,TBL018,CUS027,ITEM008,3,157,471,EMP006,EMP007,0.0
SALE00183,2026-06-20 00:16:00,TBL018,CUS015,ITEM045,1,605,605,EMP002,EMP007,38.8
SALE00184,2026-06-19 23:30:00,TBL018,CUS044,ITEM046,1,199,199,EMP006,EMP009,0.0
SALE00185,2026-06-19 23:26:00,TBL018,CUS003,ITEM031,2,51,102,EMP006,EMP018,6.23
SALE00186,2026-06-19 23:34:00,TBL018,CUS029,ITEM003,3,162,486,EMP002,EMP007,44.89
SALE00187,2026-06-19 23:11:00,TBL018,CUS008,ITEM028,1,343,343,EMP005,EMP013,0.0
SALE00188,2026-06-19 23:06:00,TBL019,CUS051,ITEM042,2,737,1474,EMP001,EMP008,188.49
SALE00189,2026-06-19 23:06:00,TBL019,CUS051,ITEM016,2,126,252,EMP001,EMP010,31.66
SALE00190,2026-06-19 22:19:00,TBL019,CUS051,ITEM036,1,47,47,EMP002,EMP011,5.03
SALE00191,2026-06-19 23:05:00,TBL019,CUS051,ITEM054,1,1347,1347,EMP003,EMP007,0.0
SALE00192,2026-06-19 22:31:00,TBL019,CUS051,ITEM049,2,69,138,EMP006,EMP017,12.52
SALE00193,2026-06-19 23:24:00,TBL019,CUS051,ITEM010,1,165,165,EMP004,EMP016,0.0
SALE00194,2026-06-19 23:56:00,TBL019,CUS048,ITEM010,3,165,495,EMP006,EMP010,0.0
SALE00195,2026-06-20 01:53:00,TBL019,CUS048,ITEM042,1,737,737,EMP005,EMP018,75.42
SALE00196,2026-06-20 00:40:00,TBL019,CUS048,ITEM029,1,1509,1509,EMP001,EMP018,0.0
SALE00197,2026-06-20 00:24:00,TBL019,CUS048,ITEM014,3,113,339,EMP005,EMP017,0.0
SALE00198,2026-06-19 23:56:00,TBL019,CUS048,ITEM029,1,1509,1509,EMP004,EMP008,101.06
SALE00199,2026-06-20 00:30:00,TBL019,CUS048,ITEM005,2,72,144,EMP001,EMP008,18.32
SALE00200,2026-06-19 22:19:00,TBL020,CUS039,ITEM019,2,141,282,EMP006,EMP009,28.55
SALE00201,2026-06-19 22:04:00,TBL020,CUS043,ITEM024,1,165,165,EMP004,EMP011,0.0
SALE00202,2026-06-19 22:11:00,TBL020,CUS018,ITEM052,1,721,721,EMP001,EMP009,0.0
SALE00203,2026-06-19 21:28:00,TBL020,CUS029,ITEM037,2,62,124,EMP004,EMP020,7.36
SALE00204,2026-06-19 21:23:00,TBL020,CUS025,ITEM035,2,70,140,EMP006,EMP008,0.0
SALE00205,2026-06-19 21:40:00,TBL020,CUS030,ITEM013,2,81,162,EMP003,EMP016,19.48
SALE00206,2026-06-19 23:30:00,TBL021,CUS038,ITEM003,3,162,486,EMP002,EMP017,51.91
SALE00207,2026-06-19 23:16:00,TBL021,CUS048,ITEM004,2,137,274,EMP002,EMP007,14.33
SALE00208,2026-06-19 21:36:00,TBL021,CUS045,ITEM018,2,147,294,EMP002,EMP008,17.1
SALE00209,2026-06-19 23:16:00,TBL021,CUS027,ITEM027,3,294,882,EMP002,EMP020,123.04
SALE00210,2026-06-19 23:22:00,TBL021,CUS010,ITEM049,2,69,138,EMP004,EMP014,16.41
SALE00211,2026-06-19 23:41:00,TBL021,CUS038,ITEM028,2,343,686,EMP004,EMP020,88.02
SALE00212,2026-06-19 23:09:00,TBL021,CUS046,ITEM047,3,140,420,EMP003,EMP017,0.0
SALE00213,2026-06-19 22:44:00,TBL022,CUS031,ITEM044,2,809,1618,EMP006,EMP013,197.77
SALE00214,2026-06-19 23:44:00,TBL022,CUS031,ITEM054,2,1347,2694,EMP001,EMP007,398.45
SALE00215,2026-06-19 22:57:00,TBL022,CUS031,ITEM035,1,70,70,EMP003,EMP010,0.0
SALE00216,2026-06-19 23:46:00,TBL022,CUS031,ITEM037,1,62,62,EMP001,EMP011,0.0
SALE00217,2026-06-20 00:44:00,TBL023,CUS252,ITEM045,2,605,1210,EMP005,EMP020,71.1
SALE00218,2026-06-20 00:59:00,TBL023,CUS252,ITEM006,3,97,291,EMP004,EMP008,36.43
SALE00219,2026-06-20 00:14:00,TBL023,CUS252,ITEM007,3,139,417,EMP001,EMP017,38.39
SALE00220,2026-06-20 00:49:00,TBL023,CUS252,ITEM030,2,2572,5144,EMP004,EMP008,665.51
SALE00221,2026-06-19 23:36:00,TBL024,CUS038,ITEM039,1,744,744,EMP004,EMP010,66.32
SALE00222,2026-06-19 23:28:00,TBL024,CUS038,ITEM026,1,331,331,EMP004,EMP009,0.0
SALE00223,2026-06-19 23:20:00,TBL024,CUS038,ITEM047,1,140,140,EMP005,EMP009,8.39
SALE00224,2026-06-19 23:35:00,TBL024,CUS038,ITEM033,2,54,108,EMP003,EMP020,15.65
SALE00225,2026-06-19 23:40:00,TBL024,CUS038,ITEM006,1,97,97,EMP005,EMP009,11.71
SALE00226,2026-06-19 23:47:00,TBL024,CUS038,ITEM006,3,97,291,EMP006,EMP009,0.0
SALE00227,2026-06-19 23:41:00,TBL024,CUS038,ITEM050,2,80,160,EMP002,EMP011,21.45
SALE00228,2026-06-19 22:50:00,TBL024,CUS038,ITEM052,1,721,721,EMP001,EMP009,82.08
SALE00229,2026-06-19 23:38:00,TBL024,CUS038,ITEM007,1,139,139,EMP001,EMP008,10.59
SALE00230,2026-06-19 22:41:00,TBL024,CUS038,ITEM005,2,72,144,EMP004,EMP008,7.52
SALE00231,2026-06-19 23:03:00,TBL024,CUS038,ITEM052,1,721,721,EMP003,EMP017,0.0
SALE00232,2026-06-20 00:50:00,TBL024,CUS478,ITEM001,1,149,149,EMP005,EMP020,21.99
SALE00233,2026-06-19 23:30:00,TBL024,CUS478,ITEM031,3,51,153,EMP002,EMP015,0.0
SALE00234,2026-06-19 23:32:00,TBL024,CUS478,ITEM013,3,81,243,EMP005,EMP015,0.0
SALE00235,2026-06-19 23:33:00,TBL024,CUS478,ITEM024,1,165,165,EMP003,EMP009,20.26
SALE00236,2026-06-19 23:41:00,TBL024,CUS478,ITEM018,2,147,294,EMP003,EMP018,23.35
SALE00237,2026-06-20 00:21:00,TBL024,CUS478,ITEM032,2,79,158,EMP002,EMP011,18.76
SALE00238,2026-06-20 00:45:00,TBL024,CUS478,ITEM018,2,147,294,EMP003,EMP009,0.0
SALE00239,2026-06-20 00:24:00,TBL024,CUS478,ITEM032,2,79,158,EMP005,EMP018,12.94
SALE00240,2026-06-20 00:17:00,TBL024,CUS478,ITEM043,1,1237,1237,EMP006,EMP020,82.54
SALE00241,2026-06-20 00:52:00,TBL024,CUS478,ITEM045,2,605,1210,EMP005,EMP012,74.37
SALE00242,2026-06-19 23:39:00,TBL024,CUS478,ITEM028,1,343,343,EMP002,EMP017,22.12
SALE00243,2026-06-20 01:01:00,TBL024,CUS478,ITEM001,2,149,298,EMP003,EMP010,38.6
SALE00244,2026-06-20 00:47:00,TBL024,CUS478,ITEM036,1,47,47,EMP002,EMP015,4.99
SALE00245,2026-06-20 00:52:00,TBL024,CUS478,ITEM057,3,22,66,EMP004,EMP017,0.0
SALE00246,2026-06-20 00:33:00,TBL024,CUS478,ITEM021,1,98,98,EMP004,EMP007,0.0
SALE00247,2026-06-19 23:30:00,TBL025,CUS482,ITEM044,1,809,809,EMP005,EMP007,92.52
SALE00248,2026-06-19 23:51:00,TBL025,CUS482,ITEM001,2,149,298,EMP001,EMP015,0.0
SALE00249,2026-06-19 23:53:00,TBL025,CUS482,ITEM052,1,721,721,EMP006,EMP011,90.39
SALE00250,2026-06-19 23:06:00,TBL025,CUS482,ITEM036,2,47,94,EMP004,EMP011,0.0
SALE00251,2026-06-19 23:01:00,TBL025,CUS482,ITEM055,3,22,66,EMP003,EMP016,4.78
